molecule_chembl_id,canonical_smiles,type,standard_value,value
CHEMBL3613749,Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1,Inhibition,16.24,16.24086545
CHEMBL218650,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,Inhibition,32.01,32.00504968
CHEMBL128000,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,Inhibition,8.451,8.450596258
CHEMBL37387,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,Inhibition,9.661,9.661423707
CHEMBL1231018,c1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3[nH]cnc3c2)n1,Inhibition,-0.8689,-0.868850434
CHEMBL2104967,CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1,Inhibition,10.06,10.06168111
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,Inhibition,0.3168,0.316768262
CHEMBL4303272,CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1CN(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,Inhibition,10.49,10.48863327
CHEMBL514201,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,Inhibition,17.59,17.59001554
CHEMBL1083993,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,Inhibition,14.15,14.15217513
CHEMBL1528011,CS(=O)(=O)O.OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,Inhibition,15.42,15.42322868
CHEMBL77517,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,Inhibition,18.3,18.30391624
CHEMBL160723,COc1ccc(-c2c(C)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,Inhibition,9.456,9.456229777
CHEMBL416230,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,Inhibition,7.424,7.424301585
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Inhibition,-12.07,-12.07012569
CHEMBL140979,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,Inhibition,14.59,14.59264728
CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Inhibition,8.17,8.170216509
CHEMBL1433489,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,Inhibition,8.79,8.78956445
CHEMBL4303499,O=c1cccc2n1C[C@H]1C[C@@H]2CN(CCN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)C1,Inhibition,19.3,19.30294537
CHEMBL129198,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,Inhibition,4.37,4.369702131
CHEMBL415324,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,Inhibition,15.33,15.32539047
CHEMBL1520583,O=C([O-])CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O.[Na+],Inhibition,14.29,14.28920746
CHEMBL1371156,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,Inhibition,-7.917,-7.917491648
CHEMBL32813,NCCc1ccccn1,Inhibition,1.306,1.305702608
CHEMBL2028393,COc1ccc(C(=O)/C(Br)=C/C(=O)[O-])cc1.[Na+],Inhibition,0.51,0.51
CHEMBL1276127,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,Inhibition,-1.301,-1.300520053
CHEMBL1618,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1.[Na+],Inhibition,0.5659,0.565856012
CHEMBL1658,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,Inhibition,10.28,10.28346099
CHEMBL361497,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,Inhibition,4.084,4.083966502
CHEMBL4303286,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@@H]2CS1,Inhibition,-1.992,-1.992295146
CHEMBL2354637,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Inhibition,10.79,10.79297706
CHEMBL2104298,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,Inhibition,7.824,7.823775851
CHEMBL1398654,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,Inhibition,48.18,48.17652817
CHEMBL351772,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1,Inhibition,9.764,9.763776969
CHEMBL464982,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,Inhibition,-13.04,-13.03561355
CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,Inhibition,5.694,5.694384455
CHEMBL1076257,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,Inhibition,-2.209,-2.208710784
CHEMBL4303144,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@H]1[C@H](C#N)C(=O)OCC,Inhibition,15.46,15.46210078
CHEMBL207538,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Inhibition,21.12,21.11831657
CHEMBL3184799,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,Inhibition,13.53,13.5286024
CHEMBL3586462,CC(C)(O)CS(=O)(=O)Nc1ccc2c(c1)CCN(C(=O)COc1cccnc1)C2,Inhibition,22.77,22.77092418
CHEMBL495841,N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,Inhibition,4.267,4.266786258
CHEMBL1464276,O=C(Nc1ccc2[nH]ccc2c1)c1ccccc1,Inhibition,2.151,2.151431898
CHEMBL4303507,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(C)cc1OC,Inhibition,1.915,1.915482101
CHEMBL3605456,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12,Inhibition,14.26,14.26318172
CHEMBL2107381,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,Inhibition,6.896,6.895637236
CHEMBL334491,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,Inhibition,11.29,11.2911782
CHEMBL20066,CC(C)c1cccc2c(-c3ccccc3)cc(-c3ccc(-c4ccc(C(=O)O)cc4)[nH]3)nc12,Inhibition,-199.08,-199.0813603
CHEMBL1556584,Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN,Inhibition,18.03,18.02567647
CHEMBL2106195,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,Inhibition,-3.31,-3.310007837
CHEMBL400402,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Inhibition,7.241,7.240739803
CHEMBL1453,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,Inhibition,2.594,2.593683511
CHEMBL3422104,CC(C)CNc1nc(-c2cccc3ncccc23)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12,Inhibition,0.49,0.489983951
CHEMBL373081,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1,Inhibition,26.96,26.95760073
CHEMBL285742,NC(=O)CN1CC[C@@H](NC(=O)[C@@H]2CCCN2)C1=O,Inhibition,12.46,12.46243518
CHEMBL1200344,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],Inhibition,35.3,35.3014673
CHEMBL168276,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,-2.419,-2.419115584
CHEMBL1898387,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,Inhibition,2.393,2.393002215
CHEMBL1153,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,Inhibition,-5.548,-5.548331778
CHEMBL3589010,Cc1cc(/C=C2\SC(=O)N(c3ccccc3)C2=O)c(C)n1-c1cccnc1,Inhibition,17.41,17.40505958
CHEMBL1622,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Inhibition,20.75,20.75022971
CHEMBL1314022,CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1,Inhibition,10.66,10.65826533
CHEMBL4303495,CSc1nc2ccc3nc(NC(=O)C(c4ccccc4)c4ccccc4)sc3c2s1,Inhibition,36.14,36.14279657
CHEMBL1255756,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1.Cl,Inhibition,14.33,14.32805177
CHEMBL1358790,CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,Inhibition,13.89,13.88816364
CHEMBL543763,CNCCCCOc1ccccc1Cc1ccccc1.Cl,Inhibition,16.25,16.25113396
CHEMBL39317,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,Inhibition,7.589,7.588517691
CHEMBL4210419,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,Inhibition,-5.859,-5.858854462
CHEMBL313006,CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,Inhibition,-2.137,-2.136935494
CHEMBL4205422,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,Inhibition,1.685,1.684886249
CHEMBL403578,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@](C)(O)C2,Inhibition,18.28,18.28429718
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Inhibition,11.75,11.74650664
CHEMBL3747259,O=C(/C=C/c1ccc(O)c2c1[C@@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,Inhibition,90.07,90.06669893
CHEMBL301717,CCc1cccc(CC)c1NC1=NCCN1,Inhibition,15.57,15.57305829
CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],Inhibition,17.58,17.5761222
CHEMBL4303249,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2F)c(=O)[nH]c1=O,Inhibition,6.613,6.613193704
CHEMBL3545307,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,Inhibition,30.32,30.31533366
CHEMBL4065484,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,Inhibition,-10.87,-10.86717542
CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,Inhibition,-2.641,-2.641181297
CHEMBL1614707,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,Inhibition,29.92,29.9171433
CHEMBL204021,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,Inhibition,17.58,17.57966854
CHEMBL683,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,Inhibition,29.65,29.65105598
CHEMBL216543,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,Inhibition,19.14,19.13828086
CHEMBL319136,CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,Inhibition,-3.021,-3.020923685
CHEMBL4208500,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,Inhibition,-0.4204,-0.420424178
CHEMBL3989834,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,Inhibition,20.61,20.6131775
CHEMBL63857,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,Inhibition,10.78,10.7835596
CHEMBL445332,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,Inhibition,14.76,14.75918088
CHEMBL51483,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Inhibition,8.739,8.738857242
CHEMBL168972,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,Inhibition,6.41,6.410356324
CHEMBL4303453,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,Inhibition,22.5,22.50243931
CHEMBL352396,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(=O)O,Inhibition,17.28,17.28051582
CHEMBL3218011,O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,Inhibition,-8.977,-8.977031984
CHEMBL1201154,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,Inhibition,33.03,33.03483662
CHEMBL4303178,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](OC(=O)CCN(C)C)[C@H](OC(C)=O)[C@@]2(C)O1,Inhibition,5.89,5.890356825
CHEMBL4303269,Cc1cc(OCc2nc(-c3ccccc3Cl)cs2)ccc1OCC(=O)O,Inhibition,6.099,6.098918786
CHEMBL1086218,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,Inhibition,8.18,8.17988129
CHEMBL95692,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Inhibition,7.906,7.905793737
CHEMBL1201174,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,Inhibition,6.776,6.775658999
CHEMBL296908,CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,Inhibition,-6.418,-6.417874513
CHEMBL222418,N#Cc1cc2nc(O)c(O)nc2cc1[N+](=O)[O-],Inhibition,0.5331,0.533140844
CHEMBL36715,NC(=O)CN1CCCC1=O,Inhibition,14.27,14.26965785
CHEMBL1715107,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl,Inhibition,13.78,13.77712452
CHEMBL1236107,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,Inhibition,-0.165,-0.165026918
CHEMBL3633720,C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1,Inhibition,12.64,12.63843971
CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,15.18,15.1784777
CHEMBL1089221,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,Inhibition,13.4,13.3985465
CHEMBL217092,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,Inhibition,-4.163,-4.162669685
CHEMBL4303684,N#C/C(=C\c1cn(-c2ccccc2)c2ccccc12)C(=O)O,Inhibition,8.054,8.053914365
CHEMBL1287854,N#CC[C@@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Inhibition,10.73,10.73408826
CHEMBL113142,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,Inhibition,0.4835,0.483499917
CHEMBL283800,CN(CC(=O)O)C(=N)N,Inhibition,13.55,13.54519218
CHEMBL179242,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,Inhibition,7.038,7.038077329
CHEMBL282748,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12,Inhibition,-25.94,-25.93619331
CHEMBL4303294,CCn1cnc(C(=O)NC)c1C(=O)NC,Inhibition,24.66,24.66104653
CHEMBL1201179,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,Inhibition,6.59,6.59
CHEMBL2107383,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,Inhibition,4.914,4.913630405
CHEMBL2105399,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,Inhibition,-0.4324,-0.432427345
CHEMBL1095097,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,Inhibition,7.615,7.614566396
CHEMBL3597952,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,Inhibition,10.5,10.50208697
CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Inhibition,4.595,4.594935972
CHEMBL4303565,C[C@@H](N[C@H]1CCCC[C@@H]1NC(=O)c1ccc(Cl)cc1)c1cccc2ccccc12,Inhibition,4.435,4.434822989
CHEMBL4303235,Cc1cc(C(=CNc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,Inhibition,28.44,28.44008719
CHEMBL4303404,Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,Inhibition,20.9,20.8952592
CHEMBL566099,O=C(NO)c1ccc2[nH]c(=O)c(CCCc3ccccc3)nc2c1,Inhibition,9.954,9.953776899
CHEMBL2037226,Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,Inhibition,29.54,29.54195525
CHEMBL2393130,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,Inhibition,1.387,1.386907842
CHEMBL2364624,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,Inhibition,-9.244,-9.243670007
CHEMBL392068,C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,Inhibition,-16.51,-16.50693335
CHEMBL417096,NCCCCCc1c[nH]cn1,Inhibition,23.41,23.41404834
CHEMBL1200949,Cl.NCCc1cc[nH]n1,Inhibition,18.73,18.73240229
CHEMBL1201754,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,Inhibition,-8.338,-8.33809914
CHEMBL214529,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(Cc1cc(C(=O)O)cs1)C[C@H]2c1ccc(C#N)cc1,Inhibition,20.08,20.07916813
CHEMBL1702,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,Inhibition,4.754,4.754441859
CHEMBL4303253,CCCCOc1ccc(-c2cncc(C(=O)NCc3cccnc3N3CCOCC3)c2)cc1Cl,Inhibition,8.17,8.17044731
CHEMBL475251,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,Inhibition,-5.712,-5.712243896
CHEMBL328710,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,Inhibition,20.5,20.49676673
CHEMBL4303171,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(N)=O)ccc32)c2ccccc2)c1,Inhibition,8.507,8.507331212
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,Inhibition,97.17,97.17058844
CHEMBL680,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Inhibition,74.81,74.8143499
CHEMBL2103827,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,Inhibition,-15.22,-15.22220711
CHEMBL1591725,O=C(O)c1ccc[n+]([O-])c1,Inhibition,4.895,4.895187196
CHEMBL1487804,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,Inhibition,11.73,11.73462245
CHEMBL3544911,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,Inhibition,18.87,18.86905438
CHEMBL1823147,COc1cc(C(=O)c2c(C)oc3c(O)c(OC)ccc23)cc(OC)c1OC,Inhibition,14.01,14.01430738
CHEMBL4303643,CCCCNNC(=O)c1ccc(Br)cc1,Inhibition,10.66,10.66490039
CHEMBL1165011,Cc1c(N)c(=O)n(-c2ccccc2)n1C,Inhibition,2.486,2.485861679
CHEMBL24640,CCCCCCCCCCCCCCCCCCO,Inhibition,15.4,15.40457736
CHEMBL1093059,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Inhibition,-2.503,-2.503299862
CHEMBL1698008,Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1,Inhibition,48.16,48.15784076
CHEMBL1448010,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.Cl,Inhibition,25.9,25.90237104
CHEMBL1599768,CN1CCCN=C1/C=C/c1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Inhibition,16.14,16.13720142
CHEMBL294649,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21,Inhibition,13.82,13.81784053
CHEMBL2029988,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,Inhibition,9.768,9.768328228
CHEMBL66114,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,Inhibition,0.9425,0.942503442
CHEMBL1436121,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1.Cl,Inhibition,20.96,20.95616686
CHEMBL1076555,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,Inhibition,13.22,13.21814647
CHEMBL1200598,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,Inhibition,19.7,19.70192951
CHEMBL500272,CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)N/C(C)=C\C(=O)c1ccc(C(F)(F)F)cc1,Inhibition,19.19,19.190249
CHEMBL4173075,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,Inhibition,18.74,18.73848276
CHEMBL311226,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12,Inhibition,9.653,9.653131541
CHEMBL455186,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,Inhibition,6.299,6.298525634
CHEMBL74,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],Inhibition,28.47,28.47464398
CHEMBL332148,CN[C@@H](CCCNC(=N)N)C(=O)O,Inhibition,4.45,4.449589567
CHEMBL260046,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],Inhibition,17.81,17.81
CHEMBL269881,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1,Inhibition,-1.163,-1.16252304
CHEMBL3545083,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,Inhibition,17.15,17.1549444
CHEMBL1711959,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,Inhibition,5.777,5.776849936
CHEMBL2106486,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1.Cl,Inhibition,62.21,62.20635521
CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,Inhibition,1.844,1.844038722
CHEMBL3356433,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,Inhibition,22.78,22.77653942
CHEMBL448502,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C,Inhibition,10.67,10.66882649
CHEMBL3342553,CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,Inhibition,5.801,5.801282653
CHEMBL207225,O=C(O)CCc1c[nH]c2ccccc12,Inhibition,10.15,10.15283923
CHEMBL4303596,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,Inhibition,-2.219,-2.218726254
CHEMBL159776,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,Inhibition,-0.6613,-0.661315285
CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,Inhibition,49.7,49.69532081
CHEMBL14126,Oc1ccc2ccccc2c1,Inhibition,7.564,7.563959806
CHEMBL238804,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Inhibition,10.87,10.86841276
