molecule_chembl_id,canonical_smiles,type,standard_value,value
CHEMBL77305,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,Inhibition,18.63,18.63
CHEMBL330038,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,Inhibition,46.62,46.62
CHEMBL291481,CC(=O)NCCCCCCNC(C)=O,Inhibition,25.67,25.67
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,Inhibition,19.45,19.45
CHEMBL2107333,COC(=O)/C=C/C(=O)OC,Inhibition,20.34,20.34
CHEMBL407874,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,Inhibition,27.23,27.23
CHEMBL497939,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,Inhibition,20.97,20.97
CHEMBL1996003,CN(C)CCOc1cc2c(c3ccccc13)-c1ccccc1C2=O,Inhibition,24.64,24.64
CHEMBL128988,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1,Inhibition,30.22,30.22
CHEMBL1047,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,Inhibition,30.78,30.78
CHEMBL1097,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,Inhibition,14.12,14.12
CHEMBL1534,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,Inhibition,38.64,38.64
CHEMBL2103775,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,Inhibition,21.72,21.72
CHEMBL352219,CC(C)C(N)=O,Inhibition,-110.63,-110.63
CHEMBL1222251,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,Inhibition,21.75,21.75
CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Inhibition,11,11
CHEMBL222813,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,Inhibition,32.12,32.12
CHEMBL1201794,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,Inhibition,17.34,17.34
CHEMBL485980,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,Inhibition,24.1,24.1
CHEMBL417675,CCCCCCCCCCCCCCCC(=O)NCCO,Inhibition,24.17,24.17
CHEMBL23330,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],Inhibition,22.62,22.62
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Inhibition,15.29,15.29
CHEMBL462997,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition,24.54,24.54
CHEMBL53366,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,Inhibition,23.79,23.79
CHEMBL1697744,O=C(O)CSCC(=O)NC1CCSC1=O,Inhibition,8.95,8.95
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,Inhibition,15.63,15.63
CHEMBL571209,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,Inhibition,21.3,21.3
CHEMBL1213583,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,Inhibition,23.1,23.1
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Inhibition,99.33,99.33
CHEMBL415324,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,Inhibition,27.54,27.54
CHEMBL3707366,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,Inhibition,15.51,15.51
CHEMBL1210954,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,Inhibition,22.01,22.01
CHEMBL42710,C=CCc1ccc(O)c(OC)c1,Inhibition,14.47,14.47
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,17.15,17.15
CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,-3.44,-3.44
CHEMBL689,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Inhibition,18.6,18.6
CHEMBL1293,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,Inhibition,-4.71,-4.71
CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,Inhibition,25.69,25.69
CHEMBL155625,OCc1c[nH]c2ccccc12,Inhibition,-27.37,-27.37
CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,Inhibition,24.35,24.35
CHEMBL481537,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,Inhibition,27.17,27.17
CHEMBL295433,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,Inhibition,32.23,32.23
CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,Inhibition,20.79,20.79
CHEMBL1200973,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,Inhibition,12.48,12.48
CHEMBL90983,COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC,Inhibition,0.57,0.57
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Inhibition,31.02,31.02
CHEMBL446452,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,Inhibition,-38.57,-38.57
CHEMBL1067,NC(=O)N1c2ccccc2CC(O)c2ccccc21,Inhibition,33.24,33.24
CHEMBL493737,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,Inhibition,31.49,31.49
CHEMBL1213478,O=C(O)c1c[nH]c(=O)[nH]c1=O,Inhibition,33.37,33.37
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Inhibition,18.98,18.98
CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1,Inhibition,29.56,29.56
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,Inhibition,19.53,19.53
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Inhibition,20.99,20.99
CHEMBL859,Oc1nc(O)c2cn[nH]c2n1,Inhibition,11.29,11.29
CHEMBL149394,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,Inhibition,33.99,33.99
CHEMBL1509,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,Inhibition,22.97,22.97
CHEMBL164660,O=c1ccc2cc3ccoc3cc2o1,Inhibition,32.3,32.3
CHEMBL486386,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,Inhibition,15.04,15.04
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Inhibition,25.99,25.99
CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Inhibition,26.88,26.88
CHEMBL1201,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Inhibition,29.05,29.05
CHEMBL42336,CSCC[C@H](N)C(=O)O,Inhibition,25.63,25.63
CHEMBL1483877,CCOc1ccccc1C(N)=O,Inhibition,11.82,11.82
CHEMBL32749,COc1cc(/C=C/C(=O)O)ccc1O,Inhibition,27.72,27.72
CHEMBL4524847,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,Inhibition,24.29,24.29
CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1,Inhibition,-31.86,-31.86
CHEMBL1076257,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,Inhibition,23.16,23.16
CHEMBL61,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,Inhibition,33.23,33.23
CHEMBL4303175,C=C1NCC[C@@H](C(=O)O)N1,Inhibition,23.1,23.1
CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,Inhibition,32.37,32.37
CHEMBL100259,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Inhibition,31.53,31.53
CHEMBL2364611,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,Inhibition,25.84,25.84
CHEMBL165790,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,Inhibition,12.52,12.52
CHEMBL364713,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,Inhibition,29.95,29.95
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,Inhibition,97.33,97.33
CHEMBL283754,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,Inhibition,17.52,17.52
CHEMBL396416,N[C@@H](CSCC(=O)O)C(=O)O,Inhibition,33.32,33.32
CHEMBL1200848,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,28.5,28.5
CHEMBL3183495,CC1=C(C=O)C(C)(C)CC=C1,Inhibition,19.16,19.16
CHEMBL354077,Nc1ccncc1N,Inhibition,35.62,35.62
CHEMBL82202,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,Inhibition,30.99,30.99
CHEMBL305686,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,Inhibition,19.48,19.48
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Inhibition,16.93,16.93
CHEMBL76591,CCCCCCCCCCCCN1CCCCCC1=O,Inhibition,23.87,23.87
CHEMBL583912,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,Inhibition,83.11,83.11
CHEMBL4580236,COCCCC=C(NOCCN)c1ccc(C(F)(F)F)cc1,Inhibition,33.21,33.21
CHEMBL1094,NC(=O)OCC(COC(N)=O)c1ccccc1,Inhibition,37.11,37.11
CHEMBL285123,N[C@H](CO)C(=O)O,Inhibition,26.21,26.21
CHEMBL45068,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,Inhibition,24.28,24.28
CHEMBL489553,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,Inhibition,20.2,20.2
CHEMBL1314,CC(S)C(=O)NCC(=O)O,Inhibition,24.6,24.6
CHEMBL1412614,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,Inhibition,19.76,19.76
CHEMBL4297585,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,Inhibition,11.21,11.21
CHEMBL3039602,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,Inhibition,25.92,25.92
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Inhibition,24.22,24.22
CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Inhibition,23.75,23.75
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,Inhibition,23.64,23.64
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,Inhibition,28.29,28.29
CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Inhibition,-1.12,-1.12
CHEMBL491473,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,Inhibition,34.68,34.68
CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Inhibition,25.36,25.36
CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Inhibition,-13.54,-13.54
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,Inhibition,26.15,26.15
CHEMBL1972860,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,Inhibition,17.11,17.11
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Inhibition,20.44,20.44
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,Inhibition,17.56,17.56
CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Inhibition,32.58,32.58
CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Inhibition,2.48,2.48
CHEMBL1170047,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,Inhibition,30.61,30.61
CHEMBL2103863,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,Inhibition,23.16,23.16
CHEMBL356066,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,Inhibition,27,27
CHEMBL513909,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,Inhibition,-0.44,-0.44
CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,Inhibition,26.38,26.38
CHEMBL272980,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,Inhibition,18.74,18.74
CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,Inhibition,15.93,15.93
CHEMBL35482,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,Inhibition,24.97,24.97
CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Inhibition,24.87,24.87
CHEMBL1200969,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,Inhibition,18.33,18.33
CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Inhibition,-2.76,-2.76
CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Inhibition,21.87,21.87
CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,Inhibition,14.64,14.64
CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,Inhibition,12.87,12.87
CHEMBL1201864,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,Inhibition,30.24,30.24
CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,Inhibition,27.76,27.76
CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,Inhibition,5.17,5.17
CHEMBL1265,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,Inhibition,33.24,33.24
CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,Inhibition,26.1,26.1
CHEMBL1716091,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,Inhibition,31.35,31.35
CHEMBL230011,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,Inhibition,-6.34,-6.34
CHEMBL94657,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,Inhibition,28.16,28.16
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Inhibition,78.76,78.76
CHEMBL483,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,Inhibition,18.78,18.78
CHEMBL289228,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Inhibition,18.57,18.57
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,Inhibition,23.31,23.31
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Inhibition,5.3,5.3
CHEMBL2107832,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,Inhibition,33.18,33.18
CHEMBL587723,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,Inhibition,52.71,52.71
CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Inhibition,1.08,1.08
CHEMBL495,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,Inhibition,14.92,14.92
CHEMBL1851943,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,Inhibition,23.36,23.36
CHEMBL152,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,Inhibition,17.99,17.99
CHEMBL1976040,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,Inhibition,19.34,19.34
CHEMBL24646,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,Inhibition,1.02,1.02
CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,Inhibition,19.2,19.2
CHEMBL2103870,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,Inhibition,14.17,14.17
CHEMBL1657,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,Inhibition,89.45,89.45
CHEMBL4297422,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,Inhibition,29.42,29.42
CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Inhibition,9.48,9.48
CHEMBL278703,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,Inhibition,26.71,26.71
CHEMBL927,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,Inhibition,-16.71,-16.71
CHEMBL885,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,Inhibition,24.5,24.5
CHEMBL550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Inhibition,33.73,33.73
CHEMBL908,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,Inhibition,6.78,6.78
CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,Inhibition,-4.82,-4.82
CHEMBL460291,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,Inhibition,18.02,18.02
CHEMBL4567874,[2H]C([2H])([2H])c1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Inhibition,8.44,8.44
CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,Inhibition,17.17,17.17
CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,Inhibition,24.29,24.29
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,Inhibition,29.54,29.54
CHEMBL178803,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,Inhibition,28.63,28.63
CHEMBL300982,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,Inhibition,-43.46,-43.46
CHEMBL1555183,N[C@@H](CSCCCO)C(=O)O,Inhibition,31.33,31.33
CHEMBL3187503,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,Inhibition,29.84,29.84
CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Inhibition,19.59,19.59
CHEMBL1908397,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,Inhibition,99.69,99.69
CHEMBL1614707,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,Inhibition,19.27,19.27
CHEMBL4529495,O=C(O)c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1,Inhibition,28.34,28.34
CHEMBL4303255,O=C(O)CCCNC(=O)c1cccnc1,Inhibition,28.03,28.03
CHEMBL49642,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,Inhibition,25.38,25.38
CHEMBL4297369,CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1,Inhibition,11.56,11.56
CHEMBL73451,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,Inhibition,28.52,28.52
CHEMBL29134,Cc1cccc(C)c1NC(=O)Nc1ccncc1,Inhibition,24.63,24.63
CHEMBL1870796,CC(C)(C)C(=O)NCCCC(=O)O,Inhibition,7.27,7.27
CHEMBL492399,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,Inhibition,24.19,24.19
CHEMBL4303665,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,Inhibition,16.81,16.81
CHEMBL225304,N=C(N)NN,Inhibition,25.83,25.83
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,Inhibition,26.13,26.13
CHEMBL1723412,CC12CCC(C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C1=O)C2(C)C,Inhibition,27.76,27.76
CHEMBL4303595,O=C1C=Cc2cc(Br)ccc2C1=O,Inhibition,104.26,104.26
CHEMBL1189432,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,Inhibition,19.01,19.01
CHEMBL1983100,O=C(CN1CCNCC1)NC1CCCCC1,Inhibition,22.69,22.69
CHEMBL2106730,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(=O)O,Inhibition,16.96,16.96
CHEMBL578767,FC(F)(F)c1cccc(C2CNCCO2)c1,Inhibition,5.93,5.93
CHEMBL4522743,O=C1/C(=N\c2cccc(C(F)(F)F)c2)c2ccccc2N1c1ccccc1,Inhibition,15.06,15.06
CHEMBL2105044,CCOC(=O)CSCCC1NC(C(=O)O)CS1,Inhibition,22.02,22.02
CHEMBL1625260,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,Inhibition,25.61,25.61
CHEMBL102358,O=C(/C=C/c1ccccc1)NCCO,Inhibition,26.33,26.33
CHEMBL1453416,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Inhibition,5.63,5.63
CHEMBL2104298,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,Inhibition,22.01,22.01
CHEMBL2104348,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,Inhibition,21.28,21.28
CHEMBL4541438,CC(C)c1ccc(C(=O)NCCOc2ccc(C(=O)O)cc2)cc1,Inhibition,19.54,19.54
CHEMBL2104682,NCC1CC(=O)N(Cc2ccccc2)C1,Inhibition,-1.38,-1.38
CHEMBL264373,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,Inhibition,20.6,20.6
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,Inhibition,18.3,18.3
CHEMBL1997663,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,Inhibition,21.07,21.07
CHEMBL249420,CCCN[C@@H]1CCc2nc(N)sc2C1,Inhibition,25.72,25.72
CHEMBL4303571,c1cc2c(cc1C1CCCCC1)c1c3n2CCNC3CCC1,Inhibition,26.41,26.41
CHEMBL6259,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,Inhibition,38.55,38.55
CHEMBL284348,Nc1ccncc1,Inhibition,27.93,27.93
CHEMBL446143,NCCC[C@H](N)C(=O)O,Inhibition,24.67,24.67
CHEMBL38380,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,Inhibition,22.54,22.54
CHEMBL4546972,O=S(=O)(O)CCS(=O)(=O)O,Inhibition,3.64,3.64
CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Inhibition,15.65,15.65
CHEMBL3338326,CCc1nc(C)ccc1O,Inhibition,14.46,14.46
CHEMBL4303576,CCN(CC)CCCCC(NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,Inhibition,18.66,18.66
CHEMBL1201274,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,Inhibition,23.53,23.53
